╔═══════════════════════════════════════════════════════════════════════╗
║  NEXUS DEFENSE SYSTEMS — SWARM OPERATIONS CENTER                     ║
║  OPERATION: OVERWATCH | FLIGHT: ALPHA + BRAVO (2-SHIP FORMATION)     ║
║  OPERATOR: SGT. JAMES KOWALSKI                                       ║
║  STATUS: ■■ KINETIC IMPACT — INVESTIGATION REQUIRED ■■               ║
╚═══════════════════════════════════════════════════════════════════════╝

[PRE-FLIGHT BRIEFING — SGT. KOWALSKI]
Standard two-ship patrol. ALPHA runs a figure-8 survey pattern while
BRAVO holds a loiter overhead as relay. Both drones report telemetry
to this console every 100ms.

=== SWARM NETWORK INTERFACE START ===
LISTENING ON UDP PORT 14550...
[SYS] CLOCK SYNC PROTOCOL: ACTIVE | TOLERANCE: 5.0s | MODE: REJECT_STALE

[SEQ:00001] RECV | SYS_TS:50000.100 | CHK:0x15 | PLD:{"uav": "ALPHA", "t_local": 50000.099, "pos": [30.01, 10.05, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 24.0}
[SEQ:00033] RECV | SYS_TS:50003.300 | CHK:0x38 | PLD:{"uav": "ALPHA", "t_local": 50003.267, "pos": [30.33, 11.0, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.97}
[SEQ:00034] RECV | SYS_TS:50003.400 | CHK:0x39 | PLD:{"uav": "ALPHA", "t_local": 50003.366, "pos": [30.34, 10.99, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.97}
[SEQ:00035] RECV | SYS_TS:50003.500 | CHK:0x3A | PLD:{"uav": "ALPHA", "t_local": 50003.465, "pos": [30.35, 10.98, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00035_B] RECV | SYS_TS:50003.500 | CHK:0x44 | PLD:{"uav": "BRAVO", "t_local": 50003.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00036] RECV | SYS_TS:50003.600 | CHK:0x3B | PLD:{"uav": "ALPHA", "t_local": 50003.564, "pos": [30.36, 10.97, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00037] RECV | SYS_TS:50003.700 | CHK:0x3C | PLD:{"uav": "ALPHA", "t_local": 50003.663, "pos": [30.37, 10.96, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00038] RECV | SYS_TS:50003.800 | CHK:0x3D | PLD:{"uav": "ALPHA", "t_local": 50003.762, "pos": [30.38, 10.95, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00039] RECV | SYS_TS:50003.900 | CHK:0x3E | PLD:{"uav": "ALPHA", "t_local": 50003.861, "pos": [30.39, 10.93, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00040] RECV | SYS_TS:50004.000 | CHK:0x3F | PLD:{"uav": "ALPHA", "t_local": 50003.96, "pos": [30.4, 10.91, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00040_B] RECV | SYS_TS:50004.000 | CHK:0x49 | PLD:{"uav": "BRAVO", "t_local": 50004.0, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00041] RECV | SYS_TS:50004.100 | CHK:0x41 | PLD:{"uav": "ALPHA", "t_local": 50004.059, "pos": [30.41, 10.89, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00042] RECV | SYS_TS:50004.200 | CHK:0x42 | PLD:{"uav": "ALPHA", "t_local": 50004.158, "pos": [30.42, 10.86, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00043] RECV | SYS_TS:50004.300 | CHK:0x43 | PLD:{"uav": "ALPHA", "t_local": 50004.257, "pos": [30.43, 10.84, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00044] RECV | SYS_TS:50004.400 | CHK:0x44 | PLD:{"uav": "ALPHA", "t_local": 50004.356, "pos": [30.44, 10.81, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.96}
[SEQ:00045] RECV | SYS_TS:50004.500 | CHK:0x45 | PLD:{"uav": "ALPHA", "t_local": 50004.455, "pos": [30.45, 10.78, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00045_B] RECV | SYS_TS:50004.500 | CHK:0x4F | PLD:{"uav": "BRAVO", "t_local": 50004.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00046] RECV | SYS_TS:50004.600 | CHK:0x46 | PLD:{"uav": "ALPHA", "t_local": 50004.554, "pos": [30.46, 10.75, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00047] RECV | SYS_TS:50004.700 | CHK:0x47 | PLD:{"uav": "ALPHA", "t_local": 50004.653, "pos": [30.47, 10.71, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00048] RECV | SYS_TS:50004.800 | CHK:0x48 | PLD:{"uav": "ALPHA", "t_local": 50004.752, "pos": [30.48, 10.68, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00049] RECV | SYS_TS:50004.900 | CHK:0x49 | PLD:{"uav": "ALPHA", "t_local": 50004.851, "pos": [30.49, 10.64, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00050] RECV | SYS_TS:50005.000 | CHK:0x4A | PLD:{"uav": "ALPHA", "t_local": 50004.95, "pos": [30.5, 10.6, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00050_B] RECV | SYS_TS:50005.000 | CHK:0x54 | PLD:{"uav": "BRAVO", "t_local": 50005.0, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00051] RECV | SYS_TS:50005.100 | CHK:0x4C | PLD:{"uav": "ALPHA", "t_local": 50005.049, "pos": [30.51, 10.56, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00052] RECV | SYS_TS:50005.200 | CHK:0x4D | PLD:{"uav": "ALPHA", "t_local": 50005.148, "pos": [30.52, 10.52, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00053] RECV | SYS_TS:50005.300 | CHK:0x4E | PLD:{"uav": "ALPHA", "t_local": 50005.247, "pos": [30.53, 10.47, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00054] RECV | SYS_TS:50005.400 | CHK:0x4F | PLD:{"uav": "ALPHA", "t_local": 50005.346, "pos": [30.54, 10.43, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00055] RECV | SYS_TS:50005.500 | CHK:0x50 | PLD:{"uav": "ALPHA", "t_local": 50005.445, "pos": [30.55, 10.38, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.95}
[SEQ:00055_B] RECV | SYS_TS:50005.500 | CHK:0x5A | PLD:{"uav": "BRAVO", "t_local": 50005.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00056] RECV | SYS_TS:50005.600 | CHK:0x51 | PLD:{"uav": "ALPHA", "t_local": 50005.544, "pos": [30.56, 10.33, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00057] RECV | SYS_TS:50005.700 | CHK:0x52 | PLD:{"uav": "ALPHA", "t_local": 50005.643, "pos": [30.57, 10.29, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00058] RECV | SYS_TS:50005.800 | CHK:0x53 | PLD:{"uav": "ALPHA", "t_local": 50005.742, "pos": [30.58, 10.24, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00059] RECV | SYS_TS:50005.900 | CHK:0x54 | PLD:{"uav": "ALPHA", "t_local": 50005.841, "pos": [30.59, 10.19, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00060] RECV | SYS_TS:50006.000 | CHK:0x55 | PLD:{"uav": "ALPHA", "t_local": 50005.94, "pos": [30.6, 10.14, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00060_B] RECV | SYS_TS:50006.000 | CHK:0x5F | PLD:{"uav": "BRAVO", "t_local": 50006.0, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00061] RECV | SYS_TS:50006.100 | CHK:0x57 | PLD:{"uav": "ALPHA", "t_local": 50006.039, "pos": [30.61, 10.09, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00062] RECV | SYS_TS:50006.200 | CHK:0x58 | PLD:{"uav": "ALPHA", "t_local": 50006.138, "pos": [30.62, 10.04, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00063] RECV | SYS_TS:50006.300 | CHK:0x59 | PLD:{"uav": "ALPHA", "t_local": 50006.237, "pos": [30.63, 9.99, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00064] RECV | SYS_TS:50006.400 | CHK:0x5A | PLD:{"uav": "ALPHA", "t_local": 50006.336, "pos": [30.64, 9.94, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.94}
[SEQ:00065] RECV | SYS_TS:50006.500 | CHK:0x5B | PLD:{"uav": "ALPHA", "t_local": 50006.435, "pos": [30.65, 9.89, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00065_B] RECV | SYS_TS:50006.500 | CHK:0x65 | PLD:{"uav": "BRAVO", "t_local": 50006.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00066] RECV | SYS_TS:50006.600 | CHK:0x5C | PLD:{"uav": "ALPHA", "t_local": 50006.534, "pos": [30.66, 9.84, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00067] RECV | SYS_TS:50006.700 | CHK:0x5D | PLD:{"uav": "ALPHA", "t_local": 50006.633, "pos": [30.67, 9.79, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00068] RECV | SYS_TS:50006.800 | CHK:0x5E | PLD:{"uav": "ALPHA", "t_local": 50006.732, "pos": [30.68, 9.74, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00069] RECV | SYS_TS:50006.900 | CHK:0x5F | PLD:{"uav": "ALPHA", "t_local": 50006.831, "pos": [30.69, 9.7, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00070] RECV | SYS_TS:50007.000 | CHK:0x60 | PLD:{"uav": "ALPHA", "t_local": 50006.93, "pos": [30.7, 9.65, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00070_B] RECV | SYS_TS:50007.000 | CHK:0x6A | PLD:{"uav": "BRAVO", "t_local": 50007.0, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00071] RECV | SYS_TS:50007.100 | CHK:0x62 | PLD:{"uav": "ALPHA", "t_local": 50007.029, "pos": [30.71, 9.6, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00072] RECV | SYS_TS:50007.200 | CHK:0x63 | PLD:{"uav": "ALPHA", "t_local": 50007.128, "pos": [30.72, 9.56, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00073] RECV | SYS_TS:50007.300 | CHK:0x64 | PLD:{"uav": "ALPHA", "t_local": 50007.227, "pos": [30.73, 9.51, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00074] RECV | SYS_TS:50007.400 | CHK:0x65 | PLD:{"uav": "ALPHA", "t_local": 50007.326, "pos": [30.74, 9.47, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00075] RECV | SYS_TS:50007.500 | CHK:0x66 | PLD:{"uav": "ALPHA", "t_local": 50007.425, "pos": [30.75, 9.43, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.93}
[SEQ:00075_B] RECV | SYS_TS:50007.500 | CHK:0x70 | PLD:{"uav": "BRAVO", "t_local": 50007.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00076] RECV | SYS_TS:50007.600 | CHK:0x67 | PLD:{"uav": "ALPHA", "t_local": 50007.524, "pos": [30.76, 9.39, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00077] RECV | SYS_TS:50007.700 | CHK:0x68 | PLD:{"uav": "ALPHA", "t_local": 50007.623, "pos": [30.77, 9.35, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00078] RECV | SYS_TS:50007.800 | CHK:0x69 | PLD:{"uav": "ALPHA", "t_local": 50007.722, "pos": [30.78, 9.31, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00079] RECV | SYS_TS:50007.900 | CHK:0x6A | PLD:{"uav": "ALPHA", "t_local": 50007.821, "pos": [30.79, 9.28, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00080] RECV | SYS_TS:50008.000 | CHK:0x6B | PLD:{"uav": "ALPHA", "t_local": 50007.92, "pos": [30.8, 9.24, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00080_B] RECV | SYS_TS:50008.000 | CHK:0x75 | PLD:{"uav": "BRAVO", "t_local": 50008.0, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00081] RECV | SYS_TS:50008.100 | CHK:0x6D | PLD:{"uav": "ALPHA", "t_local": 50008.019, "pos": [30.81, 9.21, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00082] RECV | SYS_TS:50008.200 | CHK:0x6E | PLD:{"uav": "ALPHA", "t_local": 50008.118, "pos": [30.82, 9.18, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00083] RECV | SYS_TS:50008.300 | CHK:0x6F | PLD:{"uav": "ALPHA", "t_local": 50008.217, "pos": [30.83, 9.15, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00084] RECV | SYS_TS:50008.400 | CHK:0x70 | PLD:{"uav": "ALPHA", "t_local": 50008.316, "pos": [30.84, 9.13, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.92}
[SEQ:00085] RECV | SYS_TS:50008.500 | CHK:0x71 | PLD:{"uav": "ALPHA", "t_local": 50008.415, "pos": [30.85, 9.11, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00085_B] RECV | SYS_TS:50008.500 | CHK:0x7B | PLD:{"uav": "BRAVO", "t_local": 50008.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00086] RECV | SYS_TS:50008.600 | CHK:0x72 | PLD:{"uav": "ALPHA", "t_local": 50008.514, "pos": [30.86, 9.08, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00087] RECV | SYS_TS:50008.700 | CHK:0x73 | PLD:{"uav": "ALPHA", "t_local": 50008.613, "pos": [30.87, 9.06, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00088] RECV | SYS_TS:50008.800 | CHK:0x74 | PLD:{"uav": "ALPHA", "t_local": 50008.712, "pos": [30.88, 9.05, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00089] RECV | SYS_TS:50008.900 | CHK:0x75 | PLD:{"uav": "ALPHA", "t_local": 50008.811, "pos": [30.89, 9.03, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00090] RECV | SYS_TS:50009.000 | CHK:0x76 | PLD:{"uav": "ALPHA", "t_local": 50008.91, "pos": [30.9, 9.02, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00090_B] RECV | SYS_TS:50009.000 | CHK:0x80 | PLD:{"uav": "BRAVO", "t_local": 50009.0, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00091] RECV | SYS_TS:50009.100 | CHK:0x78 | PLD:{"uav": "ALPHA", "t_local": 50009.009, "pos": [30.91, 9.01, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00092] RECV | SYS_TS:50009.200 | CHK:0x79 | PLD:{"uav": "ALPHA", "t_local": 50009.108, "pos": [30.92, 9.01, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00093] RECV | SYS_TS:50009.300 | CHK:0x7A | PLD:{"uav": "ALPHA", "t_local": 50009.207, "pos": [30.93, 9.0, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00094] RECV | SYS_TS:50009.400 | CHK:0x7B | PLD:{"uav": "ALPHA", "t_local": 50009.306, "pos": [30.94, 9.0, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00095] RECV | SYS_TS:50009.500 | CHK:0x7C | PLD:{"uav": "ALPHA", "t_local": 50009.405, "pos": [30.95, 9.0, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.91}
[SEQ:00095_B] RECV | SYS_TS:50009.500 | CHK:0x86 | PLD:{"uav": "BRAVO", "t_local": 50009.5, "pos": [12.0, 44.1, 20.0], "status": "LOITER"}
[SEQ:00096] RECV | SYS_TS:50009.600 | CHK:0x7D | PLD:{"uav": "ALPHA", "t_local": 50009.504, "pos": [30.96, 9.0, 15.5], "vel": [0.1, 0.0, 0.0], "prox": 0, "bat": 23.9}
